Answer,Question,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6
20191114_125044_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125101_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125118_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125135_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125152_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125209_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125226_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125243_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125300_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125317_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
20191114_125334_000,LSC23-KIS05,Having lunch with Dermot,"Having lunch with Dermot, who was a guest speaker at my lecture.","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. ","Having lunch with Dermot, who was a guest speaker at my lecture. After lunch, he gave a lecture to my class about Lessons in Innovation & Entrepreneurship while I was sitting in the front row. It was in November 2019."
